Lemma_Sense_Id;Example_Sentence_From;Example_Sentence_To
4080;I like to plant straight rows of daffodils.;Rád vysazuji řádky narcisů.
4081;We got tickets in the fifth row.;Dostali jsme lístky do páté řady.
4090;We've had quite a run of bad luck lately.;null
4091;The company has a product line of mobile phones for consumers.;Společnost nabízí zákazníkům řadu ( or: sérii) mobilních telefonů.
4092;Before the law took effect, there was a round of protests lasting a week.;Než zákon nabyl účinnosti, probíhala celý týden řada protestů.
4110;The fire department is mainly responsible for fire prevention.;Tato hasičská stanice je odpovědná hlavně ( or: především) za požární prevenci.
4114;He put his hands in his pockets.;Strčil ruce do kapes.
4115;Our fate is now in the hands of the insurance company.;Náš osud je teď v rukou pojistné společnosti.
4116;He hurt his arm playing tennis.;Zranil si paži při tenisu.
4122;The ball will be held in the Great Hall.;Ten ples se bude konat v Hlavním sále.
4123;The lead speaker brought the audience to its feet with his wit.;Hlavní řečník dostal posluchače svým vtipem do varu.
4124;The main reason we are here today is to discuss Tuesday's problem.;Hlavním důvodem, proč tu dnes jsme, je řešení úterního problému.
4125;The professor is a leading expert in his field.;Profesor je ve svém oboru předním ( or: čelným) odborníkem.
4127;The head physician is Dr. Thomas.;Hlavním lékařem je doktor Thomas.
4128;The main actor was famous, but none of the other actors was.;Hlavní herec byl známý, ale ti ostatní už ne.
4129;The water main broke and flooded the street, so we didn't have any water.;Hlavní přívod ( or: vodovodní řad) se porouchal a voda zaplavila ulici, takže jsme neměli žádnou vodu.
4130;The principal idea is good, but we need to change some details.;Hlavní ( or: ústřední) myšlenka je dobrá, ale některé drobnosti ještě musíme změnit.
4131;The principal architect had a good team working behind him.;Hlavní ( or: vedoucí) architekt má za sebou dobrý tým spolupracovníků.
4132;The famous actress stars in a new drama.;Ta slavná herečka hraje hlavní roli v novém dramatu.
4133;The key ingredient is garlic.;Klíčovou přísadou je česnek.
4134;The most popular majors at this university are English, commerce, and economics.;Na této univerzitě si studenti nejčastěji jako hlavní specializaci vybírají angličtinu, obchod a ekonomii.
4135;I am a biology major.;Mou hlavní specializací je biologie.
4136;She is majoring in physics.;Její hlavní specializací je fyzika.
4137;The main message in the article was about self-responsibility.;Hlavní myšlenkou toho článku je zodpovědnost za sebe sama.
4138;Madrid is the capital of Spain.;Madrid je hlavní město Španělska.
4139;New York is the financial capital of the world.;New York je hlavním městem financí.
4165;We have a system for fixing this problem. You must follow it step by step.;Máme metodu, jak ten problém vyřešit. Musíte postupovat krok po kroku.
4166;This framework is in place to ensure that customer complaints are responded to correctly.;Zavedli jsme ten systém, abychom zajistili, že stížnosti zákazníků budou odpovídajícím způsobem řešeny.
4177;I'm not sure what this thing is.;null
4178;My things are in the bedroom.;Moje věci ( or: krámy) jsou v ložnici.
4179;Tell me one thing: Do you love me?;Jedno mi řekni: Máš mě rád?
4180;There are three items in the basket. Can you guess what they are?;V košíku jsou tři věci ( or: předměty), uhádneš které?
4184;That's none of your business.;To není tvoje věc ( or: záležitost).
4185;The case was brought before a judge.;Věc ( or: kauza) byla předána soudci.
4186;I really don't want to talk about that matter at the moment.;Teď o té záležitosti ( or: věci) opravdu nechci mluvit.
4203;This sentence has five words.;Tato věta má pět slov.
4204;He gave his word that he would fix the problem by Friday.;Dal své slovo, že to spraví do pátku.
4206;Sheet-metal is a compound word.;Sheet-metal je složenina ( or: složené slovo).
4222;It is possible that it will rain today.;Je možné, že dnes bude pršet.
4223;There is a high potential of rain today.;Je dost dobře možné, že dnes bude pršet.
4224;The inventor looked for potential investors in his idea.;Investor pro svůj nápad hledal možné ( or: potenciální) investory.
4235;What car did you drive to work?;Jakým autem jsi jel do práce?
4236;State law prohibits speeding.;null
4237;Keith entered public service.;Keith vstoupil do státních služeb.
4249;I usually go by New York when I fly to Europe.;Když létám do Evropy, obvykle cestuji přes New York.
4250;Over 40% of voters disapprove.;Přes 40 % voličů nesouhlasí.
4251;We went through St. Louis on the way to New Orleans.;Do New Orleans jsme jeli přes St. Louis.
4252;Despite all my work, I still failed the exam.;Přestože jsem se hodně nadřel, zkoušku jsem neudělal.
4253;We will be absent during the holidays.;Přes prázdniny tu nebudeme.
4254;The boy helped the old woman across the street.;Chlapec pomohl stařence přes ulici.
4257;The runner cleared all of the hurdles.;Běžec přeskočil všechny překážky.
4258;He crossed the street when the traffic stopped.;Když se zastavil provoz, přešel ( or: přešel přes) ulici.
4259;To get to safety, first we need to pass through the war zone.;Abychom se dostali bezpečí, musíme se nejdříve dostat přes válečnou zónu.
4260;She paced the floor.;null
4276;What will it take to convince you?;null
4277;Maybe you want to talk to the boss about this.;Možná by sis o tom měl popovídat se šéfem.
4278;Perhaps you want to come with us to the movies tonight.;Možná bys s námi chtěl jít dnes večer do kina.
4281;This group of coins is from France.;Tato sbírka mincí je z Francie.
4282;I have one group of friends who go out to bars all the time.;Mám skupinu kamarádů, kteří pořád chodí po barech.
4283;The Rolling Stones is my favourite group.;Rolling Stones je moje oblíbená skupina.
4284;There is a large pool of applicants for this job.;null
4284;Sarah was a member of the typing pool.;Sarah pracovala v týmu písařů.
4285;There will be three bands playing at the concert.;Na koncertu budou hrát tři skupiny.
4300;There is a way through the mountains ten kilometres south of here.;Deset kilometrů jižně odsud vede cesta přes hory.
4301;Which way did you go to get here?;Kterou cestou ses sem dostal?
4302;I had fun on my trip.;Na cestě ( or: výletě) jsem si užil hodně zábavy.
4303;We went on a journey around South America.;Byli jsme na cestě po Jižní Americe.
4304;This path through the woods gets muddy on occasion.;Tato lesní cesta je občas bahnitá.
4305;The path to success has many potholes.;Cesta k úspěchu má mnohá úskalí.
4306;We went on a tour of Europe last summer.;Loni v létě se vydal na cestu po Evropě.
4312;This street has four lanes.;Tato ulice je čtyřproudá.
4328;Three thousand people came to the concert.;Na koncert přišly tři tisíce lidí.
4332;They live at the end of the street.;Bydlí na konci ulice.
4333;We're moving at the end of the month.;Budeme se stěhovat na konci měsíce.
4334;Is there no end to our problems?;Copak naše problémy nebudou mít konce?
4335;It is late. Let's go home.;Je už pozdě. Pojďme domů.
4336;She is at the far tip of the pier.;Stojí na samém konci mola.
4337;The last task brings the job to completion.;Tento poslední úkol dovede práci ke zdárnému konci.
4343;What ever became of Joe Hill? Do you know where he is now?;Co se stalo s Joem Hillem? Víte, kde je teď?
4344;She brought the meeting to an end.;null
4344;I liked the end of the film best.;Nejvíce se mi na tom filmu líbil konec.
4351;My first class of the day is English.;První hodinu mám angličtinu.
4352;It takes two and a half hours to drive there.;Jede se tam asi hodinu a půl.
4353;It was a forty-five-minute lesson.;Hodina trvala 45 minut.
4355;The name is Chris? Is that a man or a woman?;Jmenuje se Chris? Je to muž nebo žena?
4356;That man over there is the one that stole my purse.;Tamten člověk ( or: muž) je ten zloděj, který mi ukradl kabelku.
4357;He is her husband. They got married three years ago.;Je to její manžel. Vzali se před třemi lety.
4374;How old do you have to be to drive?;null
4375;She's getting very old.;null
4377;You can borrow my camera, but it's rather old.;Můžeš si půjčit můj foťák, ale je docela starý.
4389;My own car is not nearly as nice as yours.;Moje auto není zdaleka tak hezké jako tvoje.
4393;Bob witnessed the crime being committed.;Bob viděl ten zločin na vlastní oči.
4394;Each apartment has its own individual balcony.;Každý byt má svůj balkón.
4402;Come here and read this.;Pojď sem a přečti si to.
4403;What time are they coming?;V kolik hodin přijdou?
4404;I didn't work hard for it, it just happened!;Nijak jsem na tom nepracoval, prostě to přišlo.
4421;You want another cup of tea? I've just made you one!;Chceš ještě čaj? Právě jsem ti udělal další hrnek.
4422;She is eating her dinner at the moment.;Právě večeří.
4423;It is now eight o'clock.;Teď je osm hodin.
4424;We are leaving now.;Právě odcházíme. Jsme na odchodu.
4425;The headlight controls are on your right.;Ovládání předních světel máš napravo ( or: po pravici).
4426;At present, I have twenty dollars in my wallet.;Teď ( or: momentálně) mám v peněžence jen dvacet dolarů.
4427;I can't talk to you now. I'm in the middle of fixing dinner.;Teď se s tebou nemůžu bavit. Zrovna dělám večeři.
4428;I am not available at the moment. Please call back later.;Teď nejsem k dispozici. Zavolejte prosím později.
4429;They were recently married.;Před nedávnem se vzali.
4430;I'm currently at the supermarket.;Momentálně jsem v supermarketu.
4438;Yesterday was a beautiful day.;Včera byl krásný den.
4439;It rained yesterday.;Včera pršelo.
4440;This is a job for a woman.;Tohle je práce pro ženu.
4441;She is a beautiful woman.;Je to krásná žena.
4442;He has been married to his wife for three years.;Se svou manželkou se oženil před třemi roky.
4443;She was the first female to become President.;Byla první ženou, která se stala prezidentkou.
4453;The job has been done well.;Ta práce byla vykonána dobře.
4454;"Things are going well lately; we have no unmet needs.";Věci jdou v poslední době dobře, nemáme žádné nesplněné požadavky.
4455;I know him well.;Znám ho dobře. Znám se s ním dobře.
4456;Yesterday, I didn't feel too good, but today I feel well.;Včera mi nebylo nadvakrát, ale dnes je mi dobře.
4457;I was sick yesterday, but I am well today.;Včera mi bylo špatně, ale už jsem v pořádku.
